ID,Skill,Tags,Question,IMG URL,Difficulty ,A,B,C,D,Correct Answer,Formal Answer Explanation,Step-by-Step Answer Explanation Link
ALG098,2 Variable Linear Equations,,"The table above shows the coordinates of three points on a line in the xy-plane, where k and n are constants. If the slope of the line is 5 , what is the value of k+n ?",,Hard,1,8,9,10,D,"The correct answer is D. The slope of a line can be found by using the slope formula, (y_2-y_1)/(x_2-x_1 ). It's given that the slope of the line is 5; therefore, (y_2-y_1)/(x_2-x_1 )=5. According to the table, the points (8,-13/2) and (k,-3/2) lie on the line. Substituting the coordinates of these points into the equation gives (-3/2-(-13/2))/(k-8)=5. Multiplying both sides of this equation by k-8 gives 13/2-3/2=5(k-8), or 10/2=5k-40. Solving for k gives k=9. According to the table, the points (8,-13/2) and (19/2,n) also lie on the line. Substituting the coordinates of these points into (y_2-y_1)/(x_2-x_1 )=5 gives (n+13/2)/(19/2-8)=5. Solving the denominator gives (n+13/2)/3/2=5. Multiplying by 3/2 both sides yields (n+13/2)=15/2  Solving for n gives 2n=2 or n=1. Therefore, k+n=9+1, or 10.
Choice A is incorrect and may result from conceptual or calculation errors.

Choice B is incorrect and may result from conceptual or calculation errors.

Choice C is incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG099,2 Variable Linear Equations,,The graph of 7x+2y=35 is translated up 3 units in the xy-plane. What is the x-coordinate of the x-intercept of the resulting graph?,,Hard,41/7,5,29/7,41/2,A,"The correct answer is A. When the graph of an equation in the form Ax+By=C, where A,B, and C are constants, is translated up k units in the xy-plane, the resulting graph can be represented by the equation Ax+B(y-k)=C. It's given that the graph of 7x+2y=35 is translated up 3 units in the xy-plane. Therefore, the resulting graph can be represented by the equation 7x+2(y-3)=35, or 7x+2y-6=35. Adding 6 to both sides of this equation yields 7x+2y=41. The x-coordinate of the x-intercept of the graph of an equation in the xy-plane is the value of x in the equation when y=0. Substituting 0 for y in the equation 7x+2y=41 yields 7x+2(0)=41, or 7x=41. Dividing both sides of this equation by 7 yields x=41/7. Therefore, the x-coordinate of the x-intercept of the resulting graph is 41/7. 
",Answer Steps (Algebra)
ALG100,2 Variable Linear Equations,,"The graph of 11x-7/2y=42 in the xy-plane has an x-intercept at (a,0) and a y-intercept at (0,b), where a and b are constants. What is the value of a/b ?",,Hard,22/7,7/22,-7/22,-22/7,C,"Choice C is correct. The x-coordinate a of the x-intercept (a,0 ) can be found by substituting 0 for y in the given equation, which gives 11x-7/2(0)=42, or 11x=42. Dividing both sides of this equation by 11 yields x=42/11. Therefore, the value of a is 42/11. The y-coordinate b of the y-intercept (0,b) can be found by substituting 0 for x in the given equation, which gives 11(0)-7/2y=42, multiplying by 2 both sides gives -7y=84. Dividing both sides of this equation by -7 yields y=-12. Therefore, the value of b is -12. It follows that the value of a/b is (42/11)/(-12), which is equivalent to (-42)(132), or -7/22.

Choice A is incorrect and may result from conceptual or calculation errors.

Choice B is incorrect and may result from conceptual or calculation errors.

Choice C is incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG101,2 Variable Linear Equations,,"                                                                                                                                                                                                                                                                                                                                               The points plotted in the coordinate plane above represent the possible numbers of notebooks and pens that a student can purchase at the school supply store to spend exactly $30.00. The price of each notebook is the same, and the price of each pen is the same. What is the price, in dollars, of 1 notebook?",,Hard,,,,,3,"
The correct answer is 3 . The point (0,10) corresponds to the situation where 10 notebooks and 0 pens are purchased. Since the total cost for the two types of items is $30.00, it follows that the price of 10 notebooks is $30.00. To find the price of one notebook, divide the total cost by the number of notebooks: 30/10=3
Thus, the price of one notebook is $3.
",Answer Steps (Algebra)
ALG102,2 Variable Linear Equations,,Jasmine made 18 liters of fruit juice. She then filled x small bottles and y large bottles with all the fruit juice she made. The equation 4x+2y=18 represents this situation. Which is the best interpretation of 4x in this context?,,Hard,The number of large bottles Jasmine filled,The number of small bottles Jasmine filled,The total number of liters of fruit juice in the large bottles,The total number of liters of fruit juice in the small bottles,D,"Choice D is correct. It's given that the equation 4x+2y=18 represents the situation where Jasmine filled x small bottles and y large bottles with all the fruit juice she made, which totaled 18 liters. Therefore, 4x represents the total number of liters of fruit juice in the small bottles, and 2y represents the total number of liters of fruit juice in the large bottles.

Choice A is incorrect. The number of large bottles Jasmine filled is represented by y, not 4x. 


Choice B is incorrect. The number of small bottles Jasmine filled is represented by x, not 4x. 
",Answer Steps (Algebra)
ALG103,2 Variable Linear Equations,,"At a school event, students can earn two types of badges that are worth a different number of points each. One student earned S silver badges and G gold badges, worth a total of 315 points. The given equation 55G+30S=315 represents this situation. How many more points is a gold badge worth than a silver badge?",,Hard,25,35,260,285,A,"The correct answer is A. It's given that 55G+30S=315, where G is the number of gold badges and S is the number of silver badges and. From the equation: The coefficient of G is 55, so a gold badge is worth 55 points. The coefficient of S is 30 , so a silver badge is worth 30 points. To find how many more points a gold badge is worth than a silver badge, subtract the point value of a silver badge from the point value of a gold badge: 55-30=25 Therefore, a gold badge is worth 25 points more than a silver badge.
Choice B is incorrect and may result from conceptual or calculation errors.

Choice C is incorrect and may result from conceptual or calculation errors.

Choice D is incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG104,2 Variable Linear Equations,,"3/2 x-5/2 y=3by-5ax=1
In the given pair of equations, a and b are constants. The graph of this pair of equations in the xy-plane is a pair of perpendicular lines. Which of the following pairs of equations also represents a pair of perpendicular lines?
",,Hard,3x-10 y=6by+20ax=1,3x-10 y=6by-20ax=1,"3x-10 y=6by-10ax=1
",3x+10 y=6by-10ax=1,B,"Choice B is correct. Two lines are perpendicular if their slopes are negative reciprocals, meaning that the slope of the first line is equal to -1 divided by the slope of the second line. Each equation in the given pair of equations can be written in slope-intercept form, y=mx+b, where m is the slope of the graph of the equation in the xy-plane and (0,b) is the y intercept. For the first equation, 
3/2 x-5/2 y=1, multiplying both sides by 2 gives 3x-5y=2 .Subtracting 3x from both sides gives -5y=-3x+2, and dividing both sides of this equation by -5 gives 
y=3/5 x-2/5. Therefore, the slope of the graph of this equation is 3/5. For the second equation, 3by-5ax=1, adding 5ax to both sides gives 3by=5ax+1, and dividing both sides of this equation by 3b gives y=5a/3b x+1/3b. Therefore, the slope of the graph of this equation is 5a/3b. Since the graph of the given pair of equations is a pair of perpendicular lines, the slope of the graph of the second equation, 5a/3b, must be the negative reciprocal of the slope of the graph of the first equation, 3/5. The negative reciprocal of 3/5 is (-1)/((3/5) ), or -5/3.
Therefore, 5a/3b=-5/3, or a/b=-1/1. Similarly, rewriting the equations in choice B in slope-intercept form yields y=3x/10-1/10 and y=20ax/6b+1/6b. It follows that the slope of the graph of the first equation in choice B is 3/10 and the slope of the graph of the second equation in choice B is 20a/6b. Since a/b=-1, . The slope of the graph of the second equation in choice B becomes -20/6 or -10/3. Since -10/3 is the negative reciprocal of 3/10, the pair of equations in choice B represents a pair of perpendicular lines.
Choice A is incorrect and may result from conceptual or calculation errors.

Choice C is incorrect and may result from conceptual or calculation errors.

Choice D is incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG105,2 Variable Linear Equations,,The line with the equation 11/12 x-19/8 y=33/4 is graphed in the xy-plane. What is the x-coordinate of the x-intercept of the line?,,Hard,-66/19,1,66/19,9,D,"The correct answer is D. The y-coordinate of the x-intercept is 0 , so 0 can be substituted for y, giving 11/12 x-(19/8){0)=33/4. This simplifies to 11/12 x=33/4. Multiplying both sides of 11/12 x=33/4 by 4 gives 11/3 x=33. Dividing both sides of   11/3 x=33 by 11 gives 1/3 x=3. Multiplying by 3 both sides gives x=9.
Choice A is incorrect and may result from conceptual or calculation errors.

Choice B is incorrect and may result from conceptual or calculation errors.

Choice C is incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG106,Linear Relationships & Functions,,"Elena deposits $45 into her investment portfolio at the end of each week. At the beginning of the 1st week of a new fiscal quarter, there was $700 in that investment portfolio. How much money, in dollars, will be in the portfolio at the end of the 4th week of that quarter?",,Easy,520,745,749,880,D,"Choice D is correct. It's given that at the beginning of the 1st week of the fiscal quarter there was $700 in an investment portfolio, and Elena deposits $45 into that investment portfolio at the end of each week. Therefore, the amount of money, in dollars, in the investment portfolio at the end of the 4th week of that quarter is 700+4(45), or 880 .

Choice A: is incorrect. This is the amount of money, in dollars, that will be in the portfolio at the end of the 4th week if Elena withdraws, rather than deposits, $45 at the end of each week.

Choice B: is incorrect. This is the amount of money, in dollars, that will be in the portfolio at the end of the 1st week, not the 4 th week.

Choice C: is incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG107,Linear Relationships & Functions,,"A dietician recommends that each day a certain cat should eat 30 calories per pound of the cat's weight, plus an additional 15 calories. Which equation represents this situation, where k is the total number of calories the dietician recommends the cat should eat each day if the cat's weight is x pounds?",,Easy,k=30x,k=45x,k=15x+30,k=30x+15,D,"Choice D is correct. It's given that a dietician recommends that each day the cat should eat 30 calories per pound of the cat's weight, plus an additional 15 calories. If the cat's weight is x pounds, then multiplying 30 calories per pound by the cat's weight, x pounds, yields 30x calories. Adding the additional 15 calories that the cat should eat each day yields 30x+15 calories. It's given that k is the total number of calories the dietician recommends the cat should eat each day if the cat's weight is x pounds. Therefore, this situation can be represented by the equation k=30x+15.

Choice A : is incorrect. This equation represents a situation where a dietician recommends that each day the cat should eat 30 calories per pound of the cat's weight.

Choice B: is incorrect. This equation represents a situation where a dietician recommends that each day the cat should eat 30+15, or 45 , calories per pound of the cat's weight.

Choice C : is incorrect. This equation represents a situation where a dietician recommends that each day the cat should eat 15 calories per pound of the cat's weight, plus an additional 30 calories.
",Answer Steps (Algebra)
ALG108,Linear Relationships & Functions,,"The total expense g(y), in dollars, to rent an apartment for 48 months from a particular real estate agency is given by g(y)=48y+1,200, where y is the monthly rent, in dollars. What is the total expense to rent an apartment when the monthly rent is $500 ?",,Easy,"$25,200","$25,400","$26,400","$48,400",A,"Choice A is correct. It's given that g(y) is the total expense, in dollars, to rent an apartment from this agency with a monthly rent of y dollars. Therefore, the total expense, in dollars, to rent the apartment when the monthly rent is $500 is represented by the value of g(y) when y=500. Substituting 500 for y in the equation g(y)=48y+1,200 yields g(500)=48(500)+1,200, or g(500)=24,000+1,200=25,200. Thus, when the monthly rent is $500, the total expense to rent an apartment is $25,200.

Choice B: is incorrect and may result from conceptual or calculation errors.

Choice C: is incorrect and may result from conceptual or calculation errors.

Choice D: is incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG109,Linear Relationships & Functions,,"p=18-x/25
The equation shown gives the estimated quantity of paint p, in gallons, that remains in a container after painting x square feet of wall, where 0≤x≤450. What is the estimated quantity of paint, in gallons, that remains in the container when x=350 ?
",,Easy,4,8,12,18,A,"
Choice A is correct. It's given that the equation p=18-x/25 gives the estimated quantity of paint p, in gallons, that remains in the container after painting x square feet of wall. Substituting 350 for x in the given equation yields p=18-350/25, which is equivalent to p=18-14, or p=4 . Therefore, the estimated quantity of paint that remains in the container when x=350 is 4 gallons.

Choice B : is incorrect. This is the estimated quantity of paint, in gallons, that will remain in the container when x=250, not when x=350.

Choice C : is incorrect. This is the estimated quantity of paint, in gallons, that will remain in the container when x=150, not when x=350.

Choice D : is incorrect. This is the estimated quantity of paint, in gallons, that will remain in the container when x=0, not when x=350.
",Answer Steps (Algebra)
ALG110,Linear Relationships & Functions,,"The base of a flagpole is at ground level and is initially 20 feet tall. If the flagpole extends at a constant rate of 6 feet per minute, which of the following equations gives the height y, in feet, of the flagpole t minutes after it starts extending?",,Easy,y=6t+20,y=20t+305/6,y=6t+305/20,y=20t+6,A,"Choice A is correct. It's given that the base of the flagpole starts extending when it's 20 feet tall. This initial height of 20 feet can be represented by a constant term, 20, in an equation. Each minute, the flagpole extends 6 feet, which can be represented by 6t. Thus, the equation y=6t+20 gives the height, in feet, of the flagpole t minutes after it starts extending.

Choices B and C: are incorrect and may result from conceptual errors in creating a linear equation. 

Choice D: is incorrect and may result from switching the rate at which the flagpole extends with its initial height.
",Answer Steps (Algebra)
ALG111,Linear Relationships & Functions,,"If g is the function defined by g(y)=(3y-2)/4, what is the value of g(4) ?",,Easy,1/2,5/2,6,10,B,"Choice B is correct. If g(y)=(3y-2)/4, then g(4)=(3(4)-2)/4=(12-2)/4=10/4= 5/2

Choice A : is incorrect and may result from failing to multiply y by 3 in the numerator.

Choice C : is incorrect and may result from taking g(y)=4

Choice D : is incorrect and may result from incorrectly evaluating only the numerator 3y-2.
",Answer Steps (Algebra)
ALG112,Linear Relationships & Functions,,The function h is defined by h(x)=5x. For what value of z does h(x)=15 ?,,Easy,3,5,20,75,A,"The correct answer is A. Substituting 15 for h(x) in the given equation yields 15=5x. Dividing the left- and right-hand sides of this equation by 5 yields x=3. Therefore, the value of x is 3 when h(z)=15.




Choices B, C and D are incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG113,Linear Relationships & Functions,,The function f is defined by f(y)=-y+10. What is the value of f(0) ?,,Easy,-10,0,5,10,D,"Choice D is correct. The value of f(0) is found by substituting 0 for y in the function f. This yields: f(0)=-0+10, which can be rewritten as: f(0)=10

Choice A is incorrect and may result from misinterpreting the equation as f(y)=y+(-10) instead of f(y)=-y+10.
Choice B is incorrect. This is the value of y, not f(y).

Choice C is incorrect and may result from calculation errors.
",Answer Steps (Algebra)
ALG114,Linear Relationships & Functions,,"h(y)=9y+6
For the given linear function h, which table shows three values of y and their corresponding values of h(y) ?
",,Easy,,,,,C,"Choice C is correct. Each of the tables shows the same three values of y:-1,0, and 1 . Substituting -1 for y in the given function yields h(-1)=9(-1)+6=-9+6=-3 , Therefore, when y=-1, the corresponding value of h(y) is -3 . Substituting 0 for y in the given function yields h(0)=9(0)+6=0+6=6, Therefore, when y=0, the corresponding value of h(y) is 6 . Substituting 1 for y in the given function yields h(1)=9(1)+6=9+6=15. Therefore, when y=1, the corresponding value of h(y) is 15. The table in Option C shows -3,6, and 15 as the corresponding values of h(y) for y-values of -1,0, and 1 , respectively.

Choice A is incorrect. This table corresponds to the linear function h(y)=6y+9.

Choice B is incorrect. This table corresponds to the linear function h(y)=6y.

Choice D is incorrect. This table corresponds to the linear function h(y)=9y.
",Answer Steps (Algebra)
ALG115,Linear Relationships & Functions,,"As part of a chemistry experiment on condensation, Elijah measured the volume of a gas in a chamber over a period of time. The function g(y)=42-0.25y gives the estimated volume, in milliliters ( mL ), of the gas in the chamber y days after the start of the experiment. Which of the following is the best interpretation of 42 in this context?",,Easy,"The estimated volume, in mL, of the gas at the start of the experiment ","The estimated volume, in mL, of the gas at the end of the experiment ","The estimated change in the volume, in mL, of the gas each day",The estimated number of days for all of the gas to condense,A,"Choice A is correct. The function g(y)=42-0.25y gives the estimated volume, in milliliters ( mL ), of the gas in the chamber. In linear functions like g(y)=a+by,a represents the initial value of the dependent variable, and b represents the rate of change. Here, 42 represents the value of g(0). Therefore, 42 is the estimated volume, in mL , of the gas at the start of the experiment.

Choice B is incorrect and may result from conceptual or calculation errors.

Choice C is incorrect. The estimated change in the volume, in mL , of the gas each day is 0.25 , not 42

Choice D is incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG116,Linear Relationships & Functions,,"g(y)=21 For the given linear function g, which table gives three values of z and their corresponding values of g(z) ?",,Medium,,,,,B,"Choice B is correct. For the given linear function g, g(y) must equal 21 for all values of y. Of the given choices, only choice B gives three values of y and their corresponding values of g(y) for the given linear function g.

Choice A is incorrect and may result from conceptual errors. 
Choice C is incorrect and may result from conceptual errors.
Choice D is incorrect and may result from conceptual errors.
",Answer Steps (Algebra)
ALG117,Linear Relationships & Functions,,"A model estimates that a new sapling had a height of 28 centimeters at the time of planting and that it grew 0.4 centimeters each day for the first year. This model is expressed by the equation h(d)=x+yd, where h(d) is the predicted height, in centimeters, of the sapling d days after planting, and x and y are constants. What is the value of x ?",,Medium,0.4,11.2,28,70,C,"The correct answer is C . According to the model, the sapling was 28 centimeters tall at planting and grew 0.4 centimeters daily during its first year. The model is given by the equation h(d)=x+ yd where h(d) represents the height, in centimeters, of the sapling d days after planting, and x and y are constants. Consequently, x represents the initial height, in centimeters, of the sapling at planting, and y represents the daily growth rate, in centimeters, over the first year. Therefore, x is 28.

Choice A is incorrect and may result from conceptual errors. 
Choice B is incorrect and may result from conceptual errors.
Choice D is incorrect and may result from conceptual errors.
",Answer Steps (Algebra)
ALG118,Linear Relationships & Functions,,"A group of students is organizing their school library. The equation below models the approximate number of books, y, that remain to be shelved x hours after the students began their task.

y = 99 - 18x

The graph of this equation in the xy-plane is a line. What is the best interpretation of the x-intercept in this context?
",,Medium,The students will have shelved all the books in about 5.5 hours. ,The students have been shelving about 5.5 books per hour. ,The students have been shelving about 18 books per hour. ,The students started with 99 books to shelve.,A,"Choice A is correct. The x-intercept of the line with equation y = 99 - 18x can be found by substituting 0 for y and finding the value of x. When y = 0, x = 5.5, so the x-intercept is at (5.5, 0). Since y represents the number of books remaining to be shelved x hours after the students started working, it follows that the x-intercept refers to the students having no books remaining to be shelved after 5.5 hours. In other words, the students will have shelved all of the books after about 5.5 hours. 

Choice B is incorrect and may result from incorrectly interpreting the value 5.5. 
Choices C and D are incorrect and may result from misunderstanding the x-intercept. These statements are accurate but not directly relevant to the x-intercept.
",Answer Steps (Algebra)
ALG119,Linear Relationships & Functions,,"The starting sound level at a concert is 22.40 decibels (dB). For every foot a listener moves away from the speaker, the sound intensity decreases by 0.62 dB. What is the total sound intensity, in dB, experienced by a listener who is 20 feet farther from the speaker?",,Medium,0.44,10,22.4,34.8,B,"Choice B is correct. Initially, the sound level at the starting point is 22.40 dB. As the listener moves away from the speaker, the sound intensity decreases by 0.62 dB for each foot moved further. The total sound intensity at a distance of x feet from the starting point can be modeled by the expression 22.40 - 0.62x. Substituting 20 for x in this expression yields 22.40 - 0.62(20), or 10 dB. Therefore, the total sound intensity experienced by a listener who is 20 feet farther from the speaker is 10 dB. 

Choice A is incorrect as it represents the rate of sound intensity increase per foot moved closer, not the total sound intensity.
 
Choice C is incorrect as it represents the sound level at the starting point, not 105 feet closer. 

Choice D is incorrect and may result from incorrectly adding 22.40 and 0.62(20) and not subtracting. 
",Answer Steps (Algebra)
ALG120,Linear Relationships & Functions,,The function g is defined by g(x) = 102-17x. What is the x-intercept of the graph of y = g(x) in the xy-plane?,,Medium,"(-6,0)","(-17,0)","(17,0)","(6,0)",D,"Choice D is correct. The given function g is a linear function. Therefore, the graph of y = g(x) in the xy-plane has one x-intercept at the point (k,0), where k is a constant. Substituting 0 for g(x) and k for x in the given function yields 0 = 102 - 17k. Subtracting 102 from both sides of this equation yields -102 = -17k. Dividing both sides of this equation by -17 yields 6 = k. Therefore, the x-intercept of the graph of y = g(x) in the xy-plane is (6,0). 

Choice A is incorrect and may result from conceptual or calculation errors. 

Choice B is incorrect and may result from conceptual or calculation errors. 

Choice C is incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG121,Linear Relationships & Functions,,"In the xy-plane, the graph of the linear function h contains the points (0,-8) and (3,10). Which equation defines h, where y = h(x)?",,Medium,h(x) = 2/3 x - 8,h(x) = 2/3x + 8 ,h(x) = 6x - 8,h(x) = 6x + 8,C,"Choice C is correct. In the xy-plane, the graph of a linear function can be written in the form h(x) = mx + b, where m represents the slope and (0,b) represents the y-intercept of the graph of y = h(x). It's given that the graph of the linear function h, where y = h(x), in the xy-plane contains the point (0,-8). Thus, b = -8. The slope of the graph of a line containing any two points (x1,y1) and (x2,y2) can be found using the slope formula, m = (y2 - y1) / (x2 - x1). Since it's given that the graph of the linear function h contains the points (0,-8) and (3,10), it follows that the slope of the graph of the line containing these points is m = (10 + 8) / (3 - 0), or m = 6. Substituting 6 for m and -8 for b in h(x) = mx + b yields h(x) = 6x - 8. 

Choice A is incorrect. This function represents a graph with a slope of 2/3 and a y-intercept of (0,-8). 

Choice B is incorrect. This function represents a graph with a slope of 2/3 and a y-intercept of (0,8). 

Choice D is incorrect. This function represents a graph with a slope of 6 and a y-intercept of (0,8).
",Answer Steps (Algebra)
ALG122,Linear Relationships & Functions,,"The table shows the linear relationship between the number of servers, s, in a data center and the maximum number of concurrent users, u, that the system can handle:
Which equation represents the linear relationship between s and u?
",,Medium,41s - u = -12,41s - u = 12,41u - s = -12,41u - s = 12,A,"Choice A is correct. It's given that there is a linear relationship between the number of servers, s, in a data center and the maximum number of concurrent users, u, that the system can handle. It follows that this relationship can be represented by an equation of the form u=ms+b where m is the rate of change of u in this relationship and b is a constant. The rate of change of u in this relationship can be calculated by dividing the difference in any two values of u by the difference in the corresponding values of s. Using two pairs of values given in the table, the rate of change of u in this relationship is (299-94)/(7-2), or 41 . Substituting 41 for m in the equation u=ms+b yields u=41s+b. The value of b can be found by substituting any value of s and its corresponding value of u for s and u, respectively, in this equation. Substituting 10 for s and 422 for u yields 422=41(10)+b, or 422=410+b. Subtracting 410 from both sides of this equation yields 12=b. Substituting 12 for b in the equation u=41s+b yields u=41s+12. Subtracting 12 from both sides of this equation yields u-12=41s. Subtracting u from both sides of this equation yields -12=41s-u, or 41s-u=-12. 

Choice B is incorrect and may result from conceptual or calculation errors. 

Choice C is incorrect and may result from conceptual or calculation errors. 

Choice D is incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG123,Linear Relationships & Functions,,"For the linear function j, the graph of y=j(x) in the xy-plane passes through the points (2,-12) and (7,8). Which equation defines j ?",,Medium,j(x)=2x-10,j(x)=4x-20,j(x)=2x-12,j(x)=7x+8,B,"Choice B is correct. It's given that the graph of the linear function j, where y=j(x), in the xy -plane contains the points (2,-12) and (7,8). Thus, an equation defining j can be written in the form y= mx+b, where m represents the slope and (0,b) represents the y-intercept of the graph of y= j(x). The slope of the graph of a line containing any two points (x_1,y_1 ) and (x_2,y_2 ) can be found using the slope formula, m=(y_2-y_1 )/(x_2-x_1 ). Substituting(2,-12) and (7,8) for (x_1,y_1 ) and (x_2,y_2 ), respectively, in the slope formula yields m=(8+12)/(7-2), or m=4. Substituting 4 for m and (7,8) for (x,y) in the equation y=mx+b yields 8=(4)(7)+b, or 8=28+b. Subtracting 28 from each side of this equation yields -20=b. Substituting 4 for m and -20 for b in the equation y=mx+b yields y=4x-20. Since y=j(x), it follows that the equation that defines j is j(x)=4x-20.

Choice A is incorrect. For this function, the graph of y=j(x) in the xy-plane would pass through (2,-6), not (2,-12), and (7,4), not (7,8).

Choice C is incorrect. For this function, the graph of y=j(x) in the xy -plane would pass through (2,-8), not (2,-12), and (7,2), not (7,8).

Choice D is incorrect. For this function, the graph of y=j(x) in the xy-plane would pass through (2,22), not (2,-12), and (7,57), not (7,8).
",Answer Steps (Algebra)
ALG124,Linear Relationships & Functions,,"The base fare for a taxi in a city is $250 for the first mile. For every additional 600 feet, the fare decreases by $1 due to a discount scheme for longer trips.

Which of the following equations can be used to find the fare F, in dollars, for a trip that extends d feet beyond the first mile?
",,Medium,F = 600 + d/250,F = 600 - d/250,F = 250 + d/600,F = 250 - d/600,D,"Choice D is correct. It is established that the base taxi fare starts at $250 for the first mile, and for every additional 600 feet beyond the first mile, the fare is reduced by $1. Hence, the change in the fare d feet beyond the initial mile can be expressed as -d/600. Incorporating this into the base fare provides the formula for the fare F in dollars for the distance traveled beyond the first mile: F = -d/600 + 250, or F = 250 - d/600.

Choices A and B are incorrect as they may incorrectly use the base fare as a rate of change or confuse the rate of decrease with the starting fare. Choice C is incorrect because it suggests an increase in fare with distance, contrary to the given discount scheme.
",Answer Steps (Algebra)
ALG125,Linear Relationships & Functions,,"For the function g defined as g(y)=(15/8-y), what is the value of g(-4)-g(2) ?",,Medium,-9/4,23/4,6,8,C,"Choice C is correct. The value of g(-4)-g(2) can be calculated by finding the values of g(-4) and g(2). The value of g(-4) can be found by substituting -4 for y in the given function: g(-4)=(15/8+4). This equation can be rewritten as g(-4)=15/8+32/8, or 47/8. Then, the value of g(2) can be found by substituting 2 for y in the given function: g(2)=(15/8-2). This equation can be rewritten as g(2)=15/8-16/8, or -1/8. Therefore, g(-4)-g(2)=47/8-(-1/8), which is equivalent to 47/8+1/8=48/8 or 6. 

Choice A is incorrect and may result from incorrectly finding the value of g(4)-g(2) rather than g(-4)-g(2).
Choices B and D are incorrect and may result from incorrectly substituting values of y in the given function or making computational errors.
",Answer Steps (Algebra)
ALG126,Linear Relationships & Functions,,"The fee for hiring a steam cleaner for up to 15 days is $195 for the first day and $110 for each subsequent day. Which of the following equations gives the cost y, in dollars, of hiring the steam cleaner for x days, where x is a positive integer and x≤15?",,Hard,y=195x-110 ,y=195x+110,y=110x+195,y=110x+85,D,"Choice D is correct. It's given that the fee for hiring a steam cleaner for up to 15 days is $195 for the first day and $110 for each subsequent day. Therefore, the cost y, in dollars, for x days, where x≤15, is the sum of the fee for the first day, $195, and the fee for the additional x-1 days, $110(x-1). It follows that y=195+110(x-1), which is equivalent to y=195+110x-110, or z=110x+85. 

Choice A is incorrect. This equation represents a situation where the fee for hiring a steam cleaner is $110 for the first day and $195 for each subsequent day. 

Choice B is incorrect and may result from conceptual or calculation errors. 

Choice C is incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG127,Linear Relationships & Functions,,"F(z) = 5/9(z - 32) +273.15 The function F gives the temperature, in kelvins, that corresponds to a temperature of z degrees Fahrenheit. If a temperature increased by 6.3 degrees Fahrenheit, by how much did the temperature increase, in kelvins?",,Hard,3.5,35.5,258.85,1720.845,A,"
Choice A is correct. It's given that the function F(z) = 5/9(z - 32) +273.15 converts temperatures from degrees Fahrenheit to kelvins. An increase of 6.3 degrees Fahrenheit in temperature means that the value of z increased by 6.3 degrees Fahrenheit. It follows that an increase in z by 6.3 results in an increase in F(z) by 5/9 * 6.3, or 3.5 kelvins. Thus, if the temperature rose by  6.3 degrees Fahrenheit, the increase in Kelvins is 3.5 kelvins.. 

Choice B is incorrect and may result from conceptual or calculation errors. 

Choice C is incorrect and may result from conceptual or calculation errors. 

Choice D is incorrect and may result from conceptual or calculation errors.
",Answer Steps (Algebra)
ALG128,Linear Relationships & Functions,,"
The graph of the linear function y=g(x)+23 is depicted in the diagram. If a and b are positive constants, which equation could define g ? 
",,Hard,g(x)=-b-ax ,g(x)=b-ax,g(x)= -b+ax ,g(x)=b+ax,A,"
Choice A is correct. It's given that the graph of the linear function y=g(x)+23 is shown. This implies that the graph of y=g(x)+23 can be translated downward by 23 units to create the graph of y=g(x), and the y-coordinate of every point on the graph of y=g(x)+23 can be decreased by 23 to find the corresponding point on the graph of y=g(x). The y-intercept of the graph of y=g(x)+23 is (0,9). Translating the graph down by 23 units results in a y-intercept for the graph of y=g(x) at the point (0,9-23), or (0,-14). The graph of y=g(x)+23 slants downward from left to right, indicating that the slope is negative. The translation of a linear graph modifies its position but does not alter its slope. Thus, the slope of the graph of y=g(x) remains negative. The equation of a linear function g can be expressed in the form g(x)=b+mx, where b is the y-coordinate of the y-intercept and m is the slope of the graph. Given that a and b are positive constants, and both the y-coordinate of the y-intercept and the slope of the graph are negative, it follows that g(x)=-b-ax could define g. 

Choice B is incorrect. This equation could define a linear function where the graph has a positive, not negative, y -intercept. 

Choice C is incorrect. This equation could define a linear function where the graph has a positive, not negative, slope. 

Choice D is incorrect. This equation could define a linear function where the graph has positive values for both the y-intercept and the slope.
",Answer Steps (Algebra)
